CHAVE DOM	ZONA	DOMIC	NUM_FAM	TIPO_IMÓVEL	Nº_CÔMODOS	ESGOTO	AGUA	CONSUMO	RADIO	TV	MAQ_LAV	GELADEIR	CELULAR	TEL_FIXO	MICRO	MICRO_IN	MOTO	AUTO	QTE_FAM	TIPO_DOM	COND_MOR	TMP_CID	TMP_DOM	FAT_EXP DOM		
42-44-1	42	044	1	Casa de alvenaria	5	Rede pública	Rede pública	40	1	1	1	1	1	0	1	1	0	1	1	Particular	Própria	10	0	65,77		
42-45-1	42	045	1	Casa de alvenaria	6	Rede pública	Rede pública	65	1	2	1	1	3	1	1	1	0	1	1	Particular	Própria	15	15	65,77		
42-46-1	42	046	1	Casa de alvenaria	5	Rede pública	Rede pública	130	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	26	21	65,77		
42-47-1	42	047	1	Casa de alvenaria	3	Rede pública	Rede pública	6	0	1	0	1	0	1	0	0	0	1	1	Particular	Própria	55	13	65,77		
42-48-1	42	048	1	Casa de alvenaria	5	Rede pública	Rede pública	15	1	1	0	1	1	0	0	0	0	0	1	Particular	Própria	10	9	65,77		
42-49-1	42	049	1	Casa de alvenaria	5	Rede pública	Rede pública	73	1	0	1	1	1	1	1	1	0	1	1	Particular	Própria	6	5	65,77		
42-50-1	42	050	1	Casa de alvenaria	3	Rede pública	Rede pública	25	1	1	0	1	1	0	0	0	0	0	1	Particular	Própria	25	18	65,77		
42-52-1	42	052	1	Casa de alvenaria	6	Rede pública	Rede pública	90	1	0	1	1	1	1	0	0	0	0	1	Particular	Própria	40	16	65,77		
42-53-1	42	053	1	Casa de alvenaria	5	Rede pública	Rede pública	92	1	1	1	1	1	2	1	1	0	1	1	Particular	Própria	30	22	65,77		
42-54-1	42	054	1	Casa de alvenaria	6	Rede pública	Rede pública	120	1	1	1	1	1	1	1	1	0	0	1	Particular	Própria	39	20	65,77		
42-55-1	42	055	1	Casa de alvenaria	8	Rede pública	Rede pública	NI	1	1	1	1	1	1	1	1	0	2	1	Particular	Própria	20	20	65,77		
42-57-1	42	057	1	Casa de alvenaria	5	Rede pública	Rede pública	100	1	1	1	1	2	1	1	1	0	1	1	Particular	Própria	26	3	65,77		
42-58-1	42	058	1	Casa de alvenaria	4	Rede pública	Rede pública	126	1	1	0	1	1	1	0	0	0	1	1	Particular	Própria	26	17	65,77		
42-59-1	42	059	1	Casa de alvenaria	5	Rede pública	Rede pública	78	1	2	1	1	1	0	0	0	0	1	1	Particular	Própria	28	6	65,77		
42-60-1	42	060	1	Casa de alvenaria	5	Rede pública	Rede pública	50	1	1	0	1	1	0	0	0	0	1	1	Particular	Própria	24	1	65,77		
42-62-1	42	062	1	Casa de alvenaria	4	Rede pública	Rede pública	45	1	4	1	1	1	1	1	1	0	0	1	Particular	Própria	19	12	65,77		
42-63-1	42	063	1	Casa de alvenaria	5	Rede pública	Rede pública	76	1	1	1	1	2	1	1	0	0	0	1	Particular	Própria	19	18	65,77		
42-65-1	42	065	1	Casa de alvenaria	6	Rede pública	Rede pública	22	1	1	0	1	0	0	0	0	0	0	1	Particular	Própria	40	20	65,77		
42-66-1	42	066	1	Casa de alvenaria	9	Rede pública	Rede pública	47	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	26	11	65,77		
42-67-1	42	067	1	Apartamento	6	Rede pública	Rede pública	56	1	1	1	1	1	0	0	0	0	1	1	Particular	Própria	20	15	65,77		
42-68-1	42	068	1	Casa de alvenaria	5	Rede pública	Rede pública	8	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	68	20	65,77		
42-70-1	42	070	1	Casa de alvenaria	1	Rede pública	Rede pública	36	1	1	2	1	1	1	0	0	0	0	1	Particular	Própria	31	15	65,77		
42-71-1	42	071	1	Casa de alvenaria	7	Rede pública	Rede pública	66	1	1	1	1	3	1	1	0	0	1	1	Particular	Própria	31	14	65,77		
42-72-1	42	072	1	Casa de alvenaria	5	Rede pública	Rede pública	113	1	2	1	1	1	1	0	0	0	1	1	Particular	Própria	50	15	65,77		
42-75-1	42	075	1	Casa de alvenaria	3	Rede pública	Rede pública	43	1	1	0	1	2	1	1	1	0	0	1	Particular	Própria	50	10	65,77		
42-76-1	42	076	1	Casa de alvenaria	5	Rede pública	Rede pública	120	2	2	1	1	2	1	1	1	0	0	1	Particular	Própria	50	10	65,77		
42-79-1	42	079	1	Casa de alvenaria	4	Rede pública	Rede pública	40	0	1	1	1	1	0	0	0	0	0	1	Particular	Alugada	25	3	65,77		
42-80-1	42	080	1	Casa de alvenaria	5	Rede pública	Rede pública	120	1	1	1	1	1	0	1	1	1	1	1	Particular	Própria	25	7	65,77		
42-81-1	42	081	1	Casa de alvenaria	3	Rede pública	Rede pública	100	1	1	0	1	1	1	1	1	0	1	1	Particular	Própria	40	20	65,77		
42-82-1	42	082	1	Casa de alvenaria	5	Rede pública	Rede pública	50	1	1	0	1	2	1	0	0	1	0	1	Particular	Própria	39	17	65,77		
42-83-1	42	083	1	Casa de alvenaria	5	Rede pública	Rede pública	50	0	1	1	1	0	0	0	1	0	1	1	Coletivo	Alugada	2	1	65,77		
42-85-1	42	085	1	Casa de alvenaria	7	Rede pública	Rede pública	36	1	2	1	1	3	1	0	0	0	1	1	Particular	Própria	20	20	65,77		
42-86-1	42	086	1	Casa de alvenaria	4	Rede pública	Rede pública	27	1	1	0	1	1	0	0	0	0	0	1	Particular	Própria	7	7	65,77		
42-87-1	42	087	1	Casa de alvenaria	4	Rede pública	Rede pública	55	2	1	1	3	1	1	1	0	0	1	1	Coletivo	Alugada	25	2	65,77		
42-88-1	42	088	1	Casa de alvenaria	5	Rede pública	Rede pública	120	1	1	0	1	0	1	0	0	0	1	1	Particular	Própria	21	9	65,77		
42-89-1	42	089	1	Casa de alvenaria	6	Rede pública	Rede pública	50	1	2	1	1	1	1	0	0	0	0	1	Particular	Própria	60	22	65,77		
42-90-1	42	090	1	Casa de alvenaria	6	Rede pública	Rede pública	130	1	1	1	1	2	0	1	0	0	0	1	Particular	Própria	5	5	65,77		
42-91-1	42	091	1	Casa de alvenaria	7	Rede pública	Rede pública	130	1	1	1	1	1	0	0	0	0	1	1	Particular	Própria	48	11	65,77		
42-92-1	42	092	1	Casa de alvenaria	5	Rede pública	Rede pública	105	1	1	0	1	1	0	0	0	0	0	1	Particular	Própria	20	2	65,77		
42-93-1	42	093	1	Casa de alvenaria	5	Rede pública	Rede pública	140	3	3	2	1	3	2	2	2	0	1	1	Particular	Própria	40	3	65,77		
42-94-1	42	094	1	Casa de alvenaria	8	Rede pública	Rede pública	46	1	2	1	1	2	1	1	1	0	1	1	Particular	Própria	34	18	65,77		
42-95-1	42	095	1	Casa de alvenaria	7	Rede pública	Rede pública	160	1	2	1	1	1	1	1	1	1	1	1	Particular	Própria	45	26	65,77		
42-96-1	42	096	1	Casa de alvenaria	8	Rede pública	Rede pública	50	1	3	1	2	1	1	2	2	0	2	1	Particular	Própria	25	25	65,77		
42-98-1	42	098	1	Casa de alvenaria	5	Rede pública	Rede pública	70	1	1	1	1	1	1	1	1	1	1	1	Particular	Própria	34	2	65,77		
42-99-1	42	099	1	Casa de alvenaria	6	Rede pública	Rede pública	120	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	49	11	65,77		
42-100-1	42	100	1	Casa de alvenaria	5	Rede pública	Rede pública	100	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	27	27	65,77		
42-102-1	42	102	1	Casa de alvenaria	5	Rede pública	Rede pública	200	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	29	29	65,77		
42-103-1	42	103	1	Casa de alvenaria	6	Rede pública	Rede pública	200	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	47	4	65,77		
42-111-1	42	111	1	Casa de alvenaria	5	Rede pública	Rede pública	50	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	50	50	65,77		
42-112-1	42	112	1	Apartamento	6	Rede pública	Rede pública	20	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	40	13	65,77		
42-113-1	42	113	1	Casa de alvenaria	4	Rede pública	Rede pública	80	1	1	1	1	1	1	0	0	1	0	1	Particular	Alugada	43	4	65,77		
42-114-1	42	114	1	Casa de alvenaria	7	Rede pública	Rede pública	155	1	2	1	1	3	1	1	1	2	1	1	Particular	Própria	34	22	65,77		
42-115-1	42	115	1	Casa de alvenaria	3	Rede pública	Rede pública	50	1	1	1	1	1	1	0	0	1	1	1	Particular	Própria	19	11	65,77		
42-116-1	42	116	1	Casa de alvenaria	4	Rede pública	Rede pública	34	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	33	3	65,77		
42-117-1	42	117	1	Casa de alvenaria	4	Rede pública	Rede pública	49	1	1	1	1	0	1	1	0	0	0	1	Particular	Própria	21	21	65,77		
42-118-1	42	118	1	Casa de alvenaria	3	Rede pública	Rede pública	60	1	1	0	1	3	0	0	0	0	0	1	Particular	Alugada	35	20	65,77		
43-2-1	43	002	1	Apartamento	3	Rede pública	Rede pública	62	1	1	0	1	0	0	0	0	0	0	1	Particular	Própria	49	20	68,51		
43-4-1	43	004	1	Casa de alvenaria	4	Rede pública	Rede pública	67	1	1	1	1	1	0	0	0	0	0	1	Particular	Própria	5	2	68,51		
43-5-1	43	005	1	Casa de alvenaria	3	Rede pública	Rede pública	52	2	1	0	1	1	0	0	0	0	1	1	Particular	Alugada	22	0	68,51		
43-6-1	43	006	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	1	2	1	1	2	1	1	1	0	1	1	Particular	Própria	38	3	68,51		
43-7-1	43	007	1	Casa de alvenaria	5	Rede pública	Rede pública	100	1	1	1	1	1	1	1	1	0	0	1	Particular	Própria	30	4	68,51		
43-11-1	43	011	1	Casa de alvenaria	5	Rede pública	Rede pública	30	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	70	5	68,51		
43-14-1	43	014	1	Casa de alvenaria	7	Rede pública	Rede pública	220	1	3	1	2	5	1	1	1	0	1	1	Particular	Própria	8	4	68,51		
43-15-1	43	015	1	Casa de alvenaria	4	Rede pública	Rede pública	80	1	1	1	1	1	0	0	0	0	1	1	Particular	Própria	28	12	68,51		
43-16-1	43	016	1	Casa de alvenaria	2	Rede pública	Rede pública	142	2	1	0	1	2	0	1	1	0	0	1	Particular	Alugada	0	0	68,51		
43-17-1	43	017	1	Casa de alvenaria	8	Rede pública	Rede pública	120	1	1	1	1	4	1	1	1	1	2	1	Particular	Própria	31	23	68,51		
43-18-1	43	018	1	Casa de alvenaria	6	Rede pública	Rede pública	90	1	1	1	1	1	0	0	0	0	1	1	Particular	Própria	30	16	68,51		
43-19-1	43	019	1	Casa de alvenaria	3	Rede pública	Rede pública	60	0	1	1	1	1	0	0	0	0	0	1	Particular	Própria	42	14	68,51		
43-20-1	43	020	1	Casa de alvenaria	3	Rede pública	Rede pública	110	0	1	0	1	1	0	0	0	0	0	1	Particular	Alugada	7	1	68,51		
43-21-1	43	021	1	Casa de alvenaria	4	Rede pública	Rede pública	45	0	1	1	1	1	1	1	1	0	0	1	Particular	Própria	28	1	68,51		
43-22-1	43	022	1	Apartamento	6	Rede pública	Rede pública	71	1	1	0	1	3	1	2	2	0	1	1	Particular	Própria	20	13	68,51		
43-23-1	43	023	1	Casa de alvenaria	NI	Rede pública	Rede pública	NI	2	2	1	1	3	1	1	1	0	1	1	Particular	Cedida	16	6	68,51		
43-26-1	43	026	1	Casa de alvenaria	8	Rede pública	Rede pública	180	1	1	1	1	1	1	1	1	1	1	1	Particular	Própria	25	25	68,51		
43-27-1	43	027	1	Casa de alvenaria	4	Rede pública	Rede pública	90	1	1	1	1	1	0	0	0	0	1	1	Particular	Própria	20	20	68,51		
43-28-1	43	028	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	2	2	2	2	3	1	0	0	0	1	1	Particular	Própria	26	15	68,51		
43-30-1	43	030	1	Casa de alvenaria	3	Rede pública	Rede pública	60	2	2	1	1	2	0	1	1	0	0	1	Particular	Alugada	30	2	68,51		
43-31-1	43	031	1	Casa de alvenaria	3	Rede pública	Rede pública	115	2	1	1	1	1	0	0	0	0	0	1	Particular	Própria	40	7	68,51		
43-34-1	43	034	1	Casa de alvenaria	5	Rede pública	Rede pública	110	1	1	1	1	3	0	0	0	0	1	1	Particular	Própria	50	20	68,51		
43-36-1	43	036	1	Casa de alvenaria	7	Rede pública	Rede pública	69	1	2	1	1	2	1	0	0	0	1	1	Particular	Alugada	27	3	68,51		
43-38-1	43	038	1	Casa de alvenaria	5	Rede pública	Rede pública	47	5	3	1	1	4	1	0	1	0	0	1	Particular	Própria	36	20	68,51		
43-40-1	43	040	1	Casa de alvenaria	6	Rede pública	Rede pública	70	1	1	1	2	1	1	1	0	0	0	2	Particular	Cedida	9	1	68,51		
43-40-2	43	040	2	Casa de alvenaria	6	Rede pública	Rede pública	70	1	1	1	2	1	1	1	0	0	0	2	Particular	Cedida	9	1	68,51		
43-41-1	43	041	1	Casa de alvenaria	6	Rede pública	Rede pública	100	1	2	1	1	0	1	1	1	0	0	1	Particular	Própria	31	25	68,51		
43-44-1	43	044	1	Casa de alvenaria	5	Rede pública	Rede pública	50	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	20	20	68,51		
43-46-1	43	046	1	Casa de alvenaria	6	Rede pública	Rede pública	80	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	22	20	68,51		
43-47-1	43	047	1	Casa de alvenaria	4	Rede pública	Rede pública	70	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	30	8	68,51		
43-49-1	43	049	1	Casa de alvenaria	6	Rede pública	Rede pública	75	1	1	1	1	1	1	1	0	0	0	1	Particular	Própria	25	5	68,51		
43-54-1	43	054	1	Casa de alvenaria	8	Rede pública	Rede pública	110	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	15	8	68,51		
43-55-1	43	055	1	Casa de alvenaria	5	Rede pública	Rede pública	150	1	1	1	1	1	1	0	0	0	1	1	Particular	Alugada	36	14	68,51		
43-56-1	43	056	1	Casa de alvenaria	7	Rede pública	Rede pública	110	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	40	22	68,51		
43-58-1	43	058	1	Casa de alvenaria	6	Rede pública	Rede pública	58	2	2	1	1	1	1	0	1	0	0	1	Particular	Própria	68	68	68,51		
43-59-1	43	059	1	Casa de alvenaria	5	Rede pública	Rede pública	210	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	29	6	68,51		
43-60-1	43	060	1	Casa de alvenaria	5	Rede pública	Rede pública	110	1	1	1	1	1	1	1	1	0	0	1	Particular	Própria	20	20	68,51		
43-61-1	43	061	1	Casa de alvenaria	5	Rede pública	Rede pública	96	1	1	1	1	1	0	0	0	0	0	1	Particular	Própria	25	23	68,51		
43-62-1	43	062	1	Casa de alvenaria	4	Rede pública	Rede pública	70	1	1	0	1	2	0	0	0	1	0	1	Particular	Alugada	5	0	68,51		
43-63-1	43	063	1	Casa de alvenaria	7	Rede pública	Rede pública	100	1	1	1	1	2	1	1	0	0	1	1	Particular	Própria	20	15	68,51		
43-66-1	43	066	1	Casa de alvenaria	5	Rede pública	Rede pública	70	1	1	0	1	1	1	1	1	0	1	1	Particular	Própria	20	1	68,51		
43-67-1	43	067	1	Casa de alvenaria	5	Rede pública	Rede pública	130	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	30	10	68,51		
43-69-1	43	069	1	Casa de alvenaria	7	Rede pública	Rede pública	75	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	15	13	68,51		
43-70-1	43	070	1	Casa de alvenaria	9	Rede pública	Rede pública	110	1	1	1	1	1	1	1	1	1	1	1	Particular	Própria	40	10	68,51		
43-71-1	43	071	1	Casa de alvenaria	5	Rede pública	Rede pública	67	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	13	4	68,51		
43-72-1	43	072	1	Casa de alvenaria	4	Rede pública	Rede pública	100	1	1	0	1	2	0	1	1	1	1	1	Particular	Própria	7	2	68,51		
43-73-1	43	073	1	Casa de alvenaria	4	Rede pública	Rede pública	85	2	2	1	1	3	1	1	1	0	0	1	Particular	Própria	42	11	68,51		
43-74-1	43	074	1	Casa de alvenaria	3	Rede pública	Rede pública	60	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	35	9	68,51		
43-75-1	43	075	1	Casa de alvenaria	4	Rede pública	Rede pública	90	1	1	1	1	1	0	0	0	0	0	1	Particular	Própria	48	6	68,51		
43-76-1	43	076	1	Casa de alvenaria	3	Rede pública	Rede pública	20	1	1	0	1	0	0	0	0	0	0	1	Particular	Própria	30	8	68,51		
43-78-1	43	078	1	Casa de alvenaria	6	Rede pública	Rede pública	35	1	1	1	1	1	0	1	1	0	1	1	Particular	Própria	16	13	68,51		
43-79-1	43	079	1	Casa de alvenaria	5	Rede pública	Rede pública	103	1	1	1	1	3	0	1	1	0	1	1	Particular	Própria	50	25	68,51		
43-80-1	43	080	1	Apartamento	5	Rede pública	Rede pública	69	1	1	1	1	2	0	1	1	0	1	1	Particular	Própria	16	3	68,51		
43-81-1	43	081	1	Apartamento	5	Rede pública	Rede pública	100	1	3	1	1	1	1	0	0	0	0	1	Particular	Própria	40	3	68,51		
43-82-1	43	082	1	Apartamento	5	Rede pública	Rede pública	90	1	1	1	1	1	0	1	1	0	1	1	Particular	Própria	21	3	68,51		
43-85-1	43	085	1	Casa de alvenaria	6	Rede pública	Rede pública	80	1	1	1	1	0	1	0	0	0	1	1	Particular	Própria	53	22	68,51		
43-87-1	43	087	1	Apartamento	5	Rede pública	Rede pública	60	1	1	1	1	5	0	1	1	0	1	1	Particular	Própria	33	3	68,51		
43-88-1	43	088	1	Apartamento	5	Rede pública	Rede pública	100	1	2	1	1	4	1	2	2	0	1	1	Particular	Própria	28	3	68,51		
43-90-1	43	090	1	Casa de alvenaria	3	Rede pública	Rede pública	54	1	1	2	1	4	0	1	0	0	0	1	Particular	Própria	26	26	68,51		
43-91-1	43	091	1	Casa de alvenaria	8	Rede pública	Rede pública	100	1	1	1	1	1	1	0	0	1	0	1	Particular	Própria	25	9	68,51		
43-92-1	43	092	1	Casa de alvenaria	3	Rede pública	Rede pública	65	1	1	1	1	0	1	0	0	0	1	1	Particular	Própria	79	30	68,51		
43-97-1	43	097	1	Casa de alvenaria	5	Rede pública	Rede pública	50	1	1	0	1	1	0	0	0	0	1	1	Particular	Própria	15	12	68,51		
43-98-1	43	098	1	Casa de alvenaria	5	Rede pública	Rede pública	41	1	1	1	1	2	1	1	0	0	1	1	Particular	Própria	19	13	68,51		
43-99-1	43	099	1	Casa de alvenaria	5	Rede pública	Rede pública	35	1	1	1	1	2	0	0	0	0	0	1	Particular	Própria	25	1	68,51		
43-100-1	43	100	1	Casa de alvenaria	5	Rede pública	Rede pública	67	0	1	1	1	2	0	0	0	0	0	1	Particular	Alugada	30	1	68,51		
43-101-1	43	101	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	1	1	1	1	1	1	1	0	0	1	1	Particular	Própria	22	15	68,51		
43-107-1	43	107	1	Casa de alvenaria	4	Rede pública	Rede pública	67	1	1	1	1	4	0	1	0	0	0	1	Particular	Alugada	22	3	68,51		
43-108-1	43	108	1	Casa de alvenaria	4	Rede pública	Rede pública	37	1	2	0	1	2	1	0	0	1	0	1	Particular	Própria	35	13	68,51		
43-109-1	43	109	1	Casa de alvenaria	5	Rede pública	Rede pública	115	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	47	20	68,51		
43-111-1	43	111	1	Casa de alvenaria	6	Rede pública	Rede pública	30	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	34	15	68,51		
43-113-1	43	113	1	Casa de alvenaria	6	Rede pública	Rede pública	60	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	26	20	68,51		
43-115-1	43	115	1	Casa de alvenaria	4	Rede pública	Rede pública	50	1	1	1	1	1	0	0	0	0	1	1	Particular	Própria	10	4	68,51		
43-120-1	43	120	1	Casa de alvenaria	5	Rede pública	Rede pública	40	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	27	27	68,51		
43-122-1	43	122	1	Casa de alvenaria	7	Rede pública	Rede pública	50	1	1	1	1	2	1	0	0	0	1	1	Particular	Própria	15	11	68,51		
43-123-1	43	123	1	Apartamento	6	Rede pública	Rede pública	110	1	1	1	1	0	0	0	0	0	1	1	Particular	Própria	20	7	68,51		
43-125-1	43	125	1	Casa de alvenaria	5	Rede pública	Rede pública	72	1	1	1	1	1	0	0	0	0	0	1	Particular	Própria	31	6	68,51		
43-127-1	43	127	1	Casa de alvenaria	5	Rede pública	Poço artesiano	50	1	1	1	1	2	0	1	1	0	1	1	Particular	Alugada	3	1	68,51		
43-153-1	43	153	1	Casa de alvenaria	7	Rede pública	Rede pública	120	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	20	10	68,51		
43-154-1	43	154	1	Casa de alvenaria	4	Rede pública	Rede pública	60	1	1	1	1	1	0	0	0	0	1	1	Particular	Própria	40	17	68,51		
43-155-1	43	155	1	Casa de alvenaria	4	Rede pública	Rede pública	70	1	1	1	1	2	0	1	0	0	0	1	Particular	Própria	3	3	68,51		
43-156-1	43	156	1	Casa de alvenaria	3	Rede pública	Rede pública	35	1	1	1	1	1	0	0	0	0	0	1	Particular	Própria	22	22	68,51		
43-157-1	43	157	1	Casa de alvenaria	5	Rede pública	Rede pública	80	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	20	20	68,51		
43-161-1	43	161	1	Casa de alvenaria	5	Rede pública	Rede pública	110	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	25	21	68,51		
43-163-1	43	163	1	Casa de alvenaria	8	Rede pública	Rede pública	300	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	26	24	68,51		
43-164-1	43	164	1	Casa de alvenaria	7	Rede pública	Rede pública	100	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	27	20	68,51		
43-165-1	43	165	1	Casa de alvenaria	5	Rede pública	Rede pública	50	1	1	1	1	2	1	1	0	0	1	1	Particular	Própria	28	23	68,51		
43-178-1	43	178	1	Apartamento	4	Rede pública	Rede pública	66	0	1	0	1	2	0	0	0	1	0	1	Particular	Própria	25	3	68,51		
43-189-1	43	189	1	Casa de alvenaria	4	Rede pública	Rede pública	NI	1	1	1	1	1	1	0	0	0	1	1	Particular	Alugada	38	1	68,51		
44-11-1	44	011	1	Casa de alvenaria	5	Rede pública	Rede pública	128	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	23	9	110,21		
44-12-1	44	012	1	Casa de alvenaria	6	Rede pública	Rede pública	105	2	1	1	1	3	1	1	1	1	1	1	Particular	Própria	35	23	110,21		
44-13-1	44	013	1	Casa de alvenaria	6	Rede pública	Rede pública	111	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	30	9	110,21		
44-14-1	44	014	1	Casa de alvenaria	5	Rede pública	Rede pública	70	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	40	28	110,21		
44-15-1	44	015	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	30	5	110,21		
44-16-1	44	016	1	Casa de alvenaria	5	Rede pública	Rede pública	64	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	66	30	110,21		
44-17-1	44	017	1	Casa de alvenaria	5	Rede pública	Rede pública	80	1	1	1	1	1	1	0	1	0	1	1	Particular	Própria	14	8	110,21		
44-18-1	44	018	1	Casa de alvenaria	6	Rede pública	Rede pública	30	1	1	1	1	0	0	0	0	0	0	1	Particular	Própria	43	31	110,21		
44-19-1	44	019	1	Casa de alvenaria	4	Rede pública	Rede pública	160	1	1	1	1	3	1	0	0	0	1	1	Particular	Alugada	28	6	110,21		
44-21-1	44	021	1	Casa de alvenaria	11	Rede pública	Rede pública	NI	1	1	1	1	0	0	0	0	0	0	1	Particular	Própria	32	24	110,21		
44-22-1	44	022	1	Casa de alvenaria	7	Rede pública	Rede pública	105	2	3	1	1	4	1	1	0	0	1	1	Particular	Própria	28	25	110,21		
44-24-1	44	024	1	Casa de alvenaria	5	Rede pública	Rede pública	150	1	1	1	1	2	1	0	1	0	2	1	Particular	Própria	26	15	110,21		
44-26-1	44	026	1	Casa de alvenaria	4	Rede pública	Rede pública	230	1	2	1	1	1	1	0	1	0	0	1	Particular	Própria	29	17	110,21		
44-27-1	44	027	1	Casa de alvenaria	4	Rede pública	Rede pública	52	1	1	1	1	2	0	0	1	0	0	1	Particular	Alugada	24	0	110,21		
44-28-1	44	028	1	Casa de alvenaria	4	Rede pública	Rede pública	80	1	1	1	1	3	1	0	1	0	1	1	Particular	Própria	30	0	110,21		
44-29-1	44	029	1	Casa de alvenaria	4	Rede pública	Rede pública	116	1	4	1	1	3	1	0	1	0	1	2	Particular	Alugada	8	2	110,21		
44-29-2	44	029	2	Casa de alvenaria	6	Rede pública	Rede pública	116	1	4	1	1	3	1	0	1	0	1	2	Particular	Alugada	8	2	110,21		
44-31-1	44	031	1	Casa de alvenaria	3	Rede pública	Rede pública	NI	1	1	0	1	2	1	0	0	0	0	1	Particular	Própria	28	21	110,21		
44-32-1	44	032	1	Casa de alvenaria	12	Rede pública	Rede pública	102	1	2	1	1	6	1	0	1	0	0	1	Particular	Alugada	7	2	110,21		
44-33-1	44	033	1	Casa de alvenaria	5	Rede pública	Rede pública	97	1	1	1	1	4	1	0	1	0	1	1	Particular	Própria	42	6	110,21		
44-34-1	44	034	1	Casa de alvenaria	6	Rede pública	Rede pública	78	2	2	1	1	2	1	0	1	0	0	1	Particular	Própria	26	1	110,21		
44-35-1	44	035	1	Casa de alvenaria	5	Rede pública	Rede pública	45	2	3	2	1	4	1	0	1	0	1	1	Particular	Própria	5	3	110,21		
44-36-1	44	036	1	Casa de alvenaria	5	Rede pública	Rede pública	57	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	55	9	110,21		
44-37-1	44	037	1	Casa de alvenaria	5	Rede pública	Rede pública	68	2	2	1	1	3	0	1	0	0	0	1	Particular	Própria	40	17	110,21		
44-38-1	44	038	1	Casa de alvenaria	5	Rede pública	Rede pública	106	1	1	1	1	3	1	0	1	0	0	1	Particular	Própria	20	20	110,21		
44-40-1	44	040	1	Casa de alvenaria	6	Rede pública	Rede pública	70	0	1	1	1	1	0	0	0	0	0	1	Particular	Própria	30	25	110,21		
44-42-1	44	042	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	1	3	1	1	5	1	0	1	0	2	1	Particular	Própria	24	3	110,21		
44-44-1	44	044	1	Casa de alvenaria	8	Rede pública	Rede pública	48	1	3	1	1	3	1	1	0	0	1	1	Particular	Própria	16	14	110,21		
44-45-1	44	045	1	Casa de alvenaria	5	Rede pública	Rede pública	154	1	1	1	1	1	0	0	0	0	1	1	Particular	Própria	30	25	110,21		
44-46-1	44	046	1	Casa de alvenaria	5	Rede pública	Rede pública	60	1	1	0	1	2	1	0	1	0	1	1	Particular	Alugada	8	8	110,21		
44-47-1	44	047	1	Casa de alvenaria	3	Rede pública	Rede pública	NI	1	2	1	1	2	1	1	0	0	1	1	Particular	Própria	40	6	110,21		
44-48-1	44	048	1	Casa de alvenaria	5	Rede pública	Rede pública	57	0	1	1	1	3	1	0	1	0	1	1	Particular	Própria	41	11	110,21		
44-49-1	44	049	1	Casa de alvenaria	3	Rede pública	Rede pública	NI	1	1	1	1	3	0	0	1	0	0	1	Particular	Alugada	3	3	110,21		
44-50-1	44	050	1	Casa de alvenaria	5	Rede pública	Rede pública	26	1	1	1	1	4	0	0	0	0	0	1	Particular	Própria	47	13	110,21		
